Text1,latitude,longitude,all_links,Multiple_Images_URL,Page_URL1,Single_Image_URL,Text,Image_URL1,Image_URL2,Page_URL
"The Barbican, London, England",51.51898500000003,-0.09371599999999924,"http://architectureofdoom.tumblr.com/post/48060422699/
http://architectureofdoom.tumblr.com/post/54285287335
http://architectureofdoom.tumblr.com/post/55956173134
http://architectureofdoom.tumblr.com/post/58516569881
http://architectureofdoom.tumblr.com/post/59028859269
http://architectureofdoom.tumblr.com/post/20454952540
http://architectureofdoom.tumblr.com/post/14268362185
http://architectureofdoom.tumblr.com/post/20483071748
http://architectureofdoom.tumblr.com/post/40251048021
http://architectureofdoom.tumblr.com/post/55956173134
http://architectureofdoom.tumblr.com/post/40274863454
http://architectureofdoom.tumblr.com/post/41292113496
http://architectureofdoom.tumblr.com/post/40944535947
",,,https://64.media.tumblr.com/5f00bb497850e2dd991d8cc23a120d3e/tumblr_mes8bfw57B1qlxn0jo1_500.jpg,"
2013/01/23

    518 notes


        The Barbican, London. View this on the map(via formerlyformerly) 

          
            Tags:
              
                 London
              
          

",https://64.media.tumblr.com/5f00bb497850e2dd991d8cc23a120d3e/tumblr_mes8bfw57B1qlxn0jo1_500.jpg,,https://architectureofdoom.tumblr.com/post/41292113496/the-barbican-london-view-this-on-the-map
"The Barbican, London, England",51.51898500000003,-0.09371599999999924,"http://architectureofdoom.tumblr.com/post/48060422699/
http://architectureofdoom.tumblr.com/post/54285287335
http://architectureofdoom.tumblr.com/post/55956173134
http://architectureofdoom.tumblr.com/post/58516569881
http://architectureofdoom.tumblr.com/post/59028859269
http://architectureofdoom.tumblr.com/post/20454952540
http://architectureofdoom.tumblr.com/post/14268362185
http://architectureofdoom.tumblr.com/post/20483071748
http://architectureofdoom.tumblr.com/post/40251048021
http://architectureofdoom.tumblr.com/post/55956173134
http://architectureofdoom.tumblr.com/post/40274863454
http://architectureofdoom.tumblr.com/post/41292113496
http://architectureofdoom.tumblr.com/post/40944535947
",,,https://64.media.tumblr.com/cd0808972b310ce7c53906c459840ae0/tumblr_mfm4jaWF2O1s0l5d7o1_500.jpg,"
2013/01/19

    123 notes


        The Barbican, London. View this on the map(via ) 

          
            Tags:
              
                 London
              
                 brutalism
              
          

",https://64.media.tumblr.com/cd0808972b310ce7c53906c459840ae0/tumblr_mfm4jaWF2O1s0l5d7o1_500.jpg,,https://architectureofdoom.tumblr.com/post/40944535947/the-barbican-london-view-this-on-the-map
"The Barbican, London, England",51.51898500000003,-0.09371599999999924,http://architectureofdoom.tumblr.com/post/48060422699/http://architectureofdoom.tumblr.com/post/54285287335http://architectureofdoom.tumblr.com/post/55956173134http://architectureofdoom.tumblr.com/post/58516569881http://architectureofdoom.tumblr.com/post/59028859269http://architectureofdoom.tumblr.com/post/20454952540http://architectureofdoom.tumblr.com/post/14268362185http://architectureofdoom.tumblr.com/post/20483071748http://architectureofdoom.tumblr.com/post/40251048021http://architectureofdoom.tumblr.com/post/55956173134http://architectureofdoom.tumblr.com/post/40274863454http://architectureofdoom.tumblr.com/post/41292113496http://architectureofdoom.tumblr.com/post/40944535947,,,https://64.media.tumblr.com/78697ed7d69a6569a997cb57ef447fd5/tumblr_ml26x4bNUq1r2qjcmo1_500.jpg,"
2013/04/15

    96 notes


        lezeitgeist:stairwell© le zeitgeistBarbicanMap(via ) 

          
            Tags:
              
                 brutalism
              
                 London
              
                 stairs
              
                 concrete
              
          

",https://64.media.tumblr.com/78697ed7d69a6569a997cb57ef447fd5/tumblr_ml26x4bNUq1r2qjcmo1_500.jpg,,https://architectureofdoom.tumblr.com/post/48060422699/lezeitgeist-stairwell-le-zeitgeist
"The Barbican, London, England",51.51898500000003,-0.09371599999999924,http://architectureofdoom.tumblr.com/post/48060422699/http://architectureofdoom.tumblr.com/post/54285287335http://architectureofdoom.tumblr.com/post/55956173134http://architectureofdoom.tumblr.com/post/58516569881http://architectureofdoom.tumblr.com/post/59028859269http://architectureofdoom.tumblr.com/post/20454952540http://architectureofdoom.tumblr.com/post/14268362185http://architectureofdoom.tumblr.com/post/20483071748http://architectureofdoom.tumblr.com/post/40251048021http://architectureofdoom.tumblr.com/post/55956173134http://architectureofdoom.tumblr.com/post/40274863454http://architectureofdoom.tumblr.com/post/41292113496http://architectureofdoom.tumblr.com/post/40944535947,,,https://64.media.tumblr.com/4eeaf08a05dcd9ca45a17da772e6eec2/tumblr_moxatfAeW91qbmsleo1_500.jpg,"
2013/06/30

    184 notes


        palavre:stairwell at the barbicanView this on the map(via palavre) 

          
            Tags:
              
                 stairs
              
                 concrete
              
                 brutalism
              
                 london
              
          

",https://64.media.tumblr.com/4eeaf08a05dcd9ca45a17da772e6eec2/tumblr_moxatfAeW91qbmsleo1_500.jpg,,https://architectureofdoom.tumblr.com/post/54285287335/palavre-stairwell-at-the-barbican-view-this
"The Barbican, London, England",51.51898500000003,-0.09371599999999924,http://architectureofdoom.tumblr.com/post/48060422699/http://architectureofdoom.tumblr.com/post/54285287335http://architectureofdoom.tumblr.com/post/55956173134http://architectureofdoom.tumblr.com/post/58516569881http://architectureofdoom.tumblr.com/post/59028859269http://architectureofdoom.tumblr.com/post/20454952540http://architectureofdoom.tumblr.com/post/14268362185http://architectureofdoom.tumblr.com/post/20483071748http://architectureofdoom.tumblr.com/post/40251048021http://architectureofdoom.tumblr.com/post/55956173134http://architectureofdoom.tumblr.com/post/40274863454http://architectureofdoom.tumblr.com/post/41292113496http://architectureofdoom.tumblr.com/post/40944535947,,,https://64.media.tumblr.com/bbe8d5a05b55a96a4bf18bf01cf38410/tumblr_mlnzkfiFRq1sonq4qo1_500.jpg,"
2013/07/20

    1,308 notes


        Barbican. View this on the map(via ataqueaereo) 

          
            Tags:
              
                 highrise
              
                 london
              
                 brutalism
              
          

",https://64.media.tumblr.com/bbe8d5a05b55a96a4bf18bf01cf38410/tumblr_mlnzkfiFRq1sonq4qo1_500.jpg,,https://architectureofdoom.tumblr.com/post/55956173134/barbican-view-this-on-the-map
"The Barbican, London, England",51.51898500000003,-0.09371599999999924,http://architectureofdoom.tumblr.com/post/48060422699/http://architectureofdoom.tumblr.com/post/54285287335http://architectureofdoom.tumblr.com/post/55956173134http://architectureofdoom.tumblr.com/post/58516569881http://architectureofdoom.tumblr.com/post/59028859269http://architectureofdoom.tumblr.com/post/20454952540http://architectureofdoom.tumblr.com/post/14268362185http://architectureofdoom.tumblr.com/post/20483071748http://architectureofdoom.tumblr.com/post/40251048021http://architectureofdoom.tumblr.com/post/55956173134http://architectureofdoom.tumblr.com/post/40274863454http://architectureofdoom.tumblr.com/post/41292113496http://architectureofdoom.tumblr.com/post/40944535947,,,https://64.media.tumblr.com/tumblr_m3iq9qa7WL1r114woo1_500.jpg,"
2013/08/17

    8,072 notes


        Barbican Conservatory, London. View this on the map(via acve) 

          
            Tags:
              
                 brutalism
              
                 London
              
          

",https://64.media.tumblr.com/tumblr_m3iq9qa7WL1r114woo1_500.jpg,,https://architectureofdoom.tumblr.com/post/58516569881/barbican-conservatory-london-view-this-on-the
"The Barbican, London, England",51.51898500000003,-0.09371599999999924,http://architectureofdoom.tumblr.com/post/48060422699/http://architectureofdoom.tumblr.com/post/54285287335http://architectureofdoom.tumblr.com/post/55956173134http://architectureofdoom.tumblr.com/post/58516569881http://architectureofdoom.tumblr.com/post/59028859269http://architectureofdoom.tumblr.com/post/20454952540http://architectureofdoom.tumblr.com/post/14268362185http://architectureofdoom.tumblr.com/post/20483071748http://architectureofdoom.tumblr.com/post/40251048021http://architectureofdoom.tumblr.com/post/55956173134http://architectureofdoom.tumblr.com/post/40274863454http://architectureofdoom.tumblr.com/post/41292113496http://architectureofdoom.tumblr.com/post/40944535947,,,https://64.media.tumblr.com/03f58033af0df0432f984ae9bda02e7d/tumblr_mrjsvgMyj71r2pde8o1_500.jpg,"
2013/08/22

    94 notes


        paths-and-angles:Barbican estate, London.View this on the map 

          
            Tags:
              
                 London
              
                 brutalism
              
                 concrete
              
          

",https://64.media.tumblr.com/03f58033af0df0432f984ae9bda02e7d/tumblr_mrjsvgMyj71r2pde8o1_500.jpg,,https://architectureofdoom.tumblr.com/post/59028859269/paths-and-angles-barbican-estate-london
"The Barbican, London, England",51.51898500000003,-0.09371599999999924,http://architectureofdoom.tumblr.com/post/48060422699/http://architectureofdoom.tumblr.com/post/54285287335http://architectureofdoom.tumblr.com/post/55956173134http://architectureofdoom.tumblr.com/post/58516569881http://architectureofdoom.tumblr.com/post/59028859269http://architectureofdoom.tumblr.com/post/20454952540http://architectureofdoom.tumblr.com/post/14268362185http://architectureofdoom.tumblr.com/post/20483071748http://architectureofdoom.tumblr.com/post/40251048021http://architectureofdoom.tumblr.com/post/55956173134http://architectureofdoom.tumblr.com/post/40274863454http://architectureofdoom.tumblr.com/post/41292113496http://architectureofdoom.tumblr.com/post/40944535947,,,https://64.media.tumblr.com/tumblr_lyaji1h7d71r3olkxo1_500.jpg,"
2012/04/04

    112 notes


        Barbican Estate, London, Chamberlin, Powell and Bon, 1965-76. View this on the mapdontrblgme:Apartments (via Thomas Bayes)(via infiniteinterior) 

          
            Tags:
              
                 housing
              
                 complex
              
                 London
              
                 1960's
              
                 1970's
              
          

",https://64.media.tumblr.com/tumblr_lyaji1h7d71r3olkxo1_500.jpg,,https://architectureofdoom.tumblr.com/post/20454952540/barbican-estate-london-chamberlin-powell-and
"The Barbican, London, England",51.51898500000003,-0.09371599999999924,http://architectureofdoom.tumblr.com/post/48060422699/http://architectureofdoom.tumblr.com/post/54285287335http://architectureofdoom.tumblr.com/post/55956173134http://architectureofdoom.tumblr.com/post/58516569881http://architectureofdoom.tumblr.com/post/59028859269http://architectureofdoom.tumblr.com/post/20454952540http://architectureofdoom.tumblr.com/post/14268362185http://architectureofdoom.tumblr.com/post/20483071748http://architectureofdoom.tumblr.com/post/40251048021http://architectureofdoom.tumblr.com/post/55956173134http://architectureofdoom.tumblr.com/post/40274863454http://architectureofdoom.tumblr.com/post/41292113496http://architectureofdoom.tumblr.com/post/40944535947,,,,"


    


          

",,,https://architectureofdoom.tumblr.com/post/14268362185
"The Barbican, London, England",51.51898500000003,-0.09371599999999924,http://architectureofdoom.tumblr.com/post/48060422699/http://architectureofdoom.tumblr.com/post/54285287335http://architectureofdoom.tumblr.com/post/55956173134http://architectureofdoom.tumblr.com/post/58516569881http://architectureofdoom.tumblr.com/post/59028859269http://architectureofdoom.tumblr.com/post/20454952540http://architectureofdoom.tumblr.com/post/14268362185http://architectureofdoom.tumblr.com/post/20483071748http://architectureofdoom.tumblr.com/post/40251048021http://architectureofdoom.tumblr.com/post/55956173134http://architectureofdoom.tumblr.com/post/40274863454http://architectureofdoom.tumblr.com/post/41292113496http://architectureofdoom.tumblr.com/post/40944535947,,,,"


    


          

",,,https://architectureofdoom.tumblr.com/post/20483071748
"The Barbican, London, England",51.51898500000003,-0.09371599999999924,http://architectureofdoom.tumblr.com/post/48060422699/http://architectureofdoom.tumblr.com/post/54285287335http://architectureofdoom.tumblr.com/post/55956173134http://architectureofdoom.tumblr.com/post/58516569881http://architectureofdoom.tumblr.com/post/59028859269http://architectureofdoom.tumblr.com/post/20454952540http://architectureofdoom.tumblr.com/post/14268362185http://architectureofdoom.tumblr.com/post/20483071748http://architectureofdoom.tumblr.com/post/40251048021http://architectureofdoom.tumblr.com/post/55956173134http://architectureofdoom.tumblr.com/post/40274863454http://architectureofdoom.tumblr.com/post/41292113496http://architectureofdoom.tumblr.com/post/40944535947,,,https://64.media.tumblr.com/4c9d57477ba3e2aeb40604647e1052c7/tumblr_mfx4sjRoj61r4vadxo1_500.jpg,"
2013/01/11

    151 notes


        YMCA, Barbican, London, David Grandorge. View this on the map(Source: grandorge.com) 

          
            Tags:
              
                 photography
              
                 Architecture
              
                 concrete
              
                 London
              
          

",https://64.media.tumblr.com/4c9d57477ba3e2aeb40604647e1052c7/tumblr_mfx4sjRoj61r4vadxo1_500.jpg,,https://architectureofdoom.tumblr.com/post/40251048021/ymca-barbican-london-david-grandorge-view-this
"The Barbican, London, England",51.51898500000003,-0.09371599999999924,http://architectureofdoom.tumblr.com/post/48060422699/http://architectureofdoom.tumblr.com/post/54285287335http://architectureofdoom.tumblr.com/post/55956173134http://architectureofdoom.tumblr.com/post/58516569881http://architectureofdoom.tumblr.com/post/59028859269http://architectureofdoom.tumblr.com/post/20454952540http://architectureofdoom.tumblr.com/post/14268362185http://architectureofdoom.tumblr.com/post/20483071748http://architectureofdoom.tumblr.com/post/40251048021http://architectureofdoom.tumblr.com/post/55956173134http://architectureofdoom.tumblr.com/post/40274863454http://architectureofdoom.tumblr.com/post/41292113496http://architectureofdoom.tumblr.com/post/40944535947,,,https://64.media.tumblr.com/tumblr_m9o4rfaMeP1qb9r7fo1_500.jpg,"
2013/01/11

    192 notes


        hiromitsu:Light by ben_patio on Flickr.The Barbican, London. View this on the map 

          
            Tags:
              
                 brutalism
              
                 London
              
                 concrete
              
          

",https://64.media.tumblr.com/tumblr_m9o4rfaMeP1qb9r7fo1_500.jpg,,https://architectureofdoom.tumblr.com/post/40274863454/hiromitsu-light-by-benpatio-on-flickr
"The Barbican, London, England",51.51898500000003,-0.09371599999999924,http://architectureofdoom.tumblr.com/post/48060422699/http://architectureofdoom.tumblr.com/post/54285287335http://architectureofdoom.tumblr.com/post/55956173134http://architectureofdoom.tumblr.com/post/58516569881http://architectureofdoom.tumblr.com/post/59028859269http://architectureofdoom.tumblr.com/post/20454952540http://architectureofdoom.tumblr.com/post/14268362185http://architectureofdoom.tumblr.com/post/20483071748http://architectureofdoom.tumblr.com/post/40251048021http://architectureofdoom.tumblr.com/post/55956173134http://architectureofdoom.tumblr.com/post/40274863454http://architectureofdoom.tumblr.com/post/41292113496http://architectureofdoom.tumblr.com/post/40944535947,,,https://64.media.tumblr.com/5f00bb497850e2dd991d8cc23a120d3e/tumblr_mes8bfw57B1qlxn0jo1_500.jpg,"
2013/01/23

    518 notes


        The Barbican, London. View this on the map(via formerlyformerly) 

          
            Tags:
              
                 London
              
          

",https://64.media.tumblr.com/5f00bb497850e2dd991d8cc23a120d3e/tumblr_mes8bfw57B1qlxn0jo1_500.jpg,,https://architectureofdoom.tumblr.com/post/41292113496/the-barbican-london-view-this-on-the-map
"The Barbican, London, England",51.51898500000003,-0.09371599999999924,http://architectureofdoom.tumblr.com/post/48060422699/http://architectureofdoom.tumblr.com/post/54285287335http://architectureofdoom.tumblr.com/post/55956173134http://architectureofdoom.tumblr.com/post/58516569881http://architectureofdoom.tumblr.com/post/59028859269http://architectureofdoom.tumblr.com/post/20454952540http://architectureofdoom.tumblr.com/post/14268362185http://architectureofdoom.tumblr.com/post/20483071748http://architectureofdoom.tumblr.com/post/40251048021http://architectureofdoom.tumblr.com/post/55956173134http://architectureofdoom.tumblr.com/post/40274863454http://architectureofdoom.tumblr.com/post/41292113496http://architectureofdoom.tumblr.com/post/40944535947,,,https://64.media.tumblr.com/cd0808972b310ce7c53906c459840ae0/tumblr_mfm4jaWF2O1s0l5d7o1_500.jpg,"
2013/01/19

    123 notes


        The Barbican, London. View this on the map(via ) 

          
            Tags:
              
                 London
              
                 brutalism
              
          

",https://64.media.tumblr.com/cd0808972b310ce7c53906c459840ae0/tumblr_mfm4jaWF2O1s0l5d7o1_500.jpg,,https://architectureofdoom.tumblr.com/post/40944535947/the-barbican-london-view-this-on-the-map
"Kamikitadai Monorail station, Tokyo",35.745989999999985,139.415833,http://architectureofdoom.tumblr.com/post/49162081919,,,http://placepics.triposo.com/N__280629953.jpeg,"
2013/04/29

    34 notes


          
            Tags:
              
                 Architecture
              
                 submission
              
                 Tokyo
              
                 japan
              
                 station
              
                 Monorail
              
          

",,,https://architectureofdoom.tumblr.com/post/49162081919/the-kamikitadai-monorail-station-in-tokyo-map
"Mesa, Arizona, USA",33.411947,-111.723511,http://architectureofdoom.tumblr.com/post/49031657097,,,https://64.media.tumblr.com/tumblr_m5ykdsJbFN1qzqju7o1_500.jpg,"
2013/04/27

    362 notes


        wandrlust:Untitled IV, Arizona 2010 — Christoph GielenMap 

          
            Tags:
              
                 suburb
              
                 usa
              
          

",https://64.media.tumblr.com/tumblr_m5ykdsJbFN1qzqju7o1_500.jpg,,https://architectureofdoom.tumblr.com/post/49031657097/wandrlust-untitled-iv-arizona-2010-christoph
"The View from Yeoido, Seoul, South Korea",37.525910999999994,126.93706500000003,,,,,,,,
"Chungmuro Station, Seoul, South Korea",37.56114600000001,126.99435699999998,"During winter of 2012/2013 the faux cave interior has been removed from this station. The faux cave interior was unique in the extensive Seoul subway system, AFAIK.",,,,,,,
